delivery_id,order_id,delivery_person_id,delivery_status,distance,delivery_time,estimated_time,delivery_fee,vehicle_type,delay_minutes,sla_breach_flag,distance_tier
650,732,323,Pending,33.95,39,45,0.19,Scooter,0,Within SLA,Long Distance
651,448,157,Delivered,30.33,29,52,8.17,Scooter,0,Within SLA,Long Distance
652,174,102,Delivered,29.65,20,37,20.79,Scooter,0,Within SLA,Long Distance
653,1386,351,Pending,32.09,56,49,23.48,Electric Bike,7,Breached,Long Distance
654,745,20,Cancelled,26.04,23,21,11.29,Scooter,2,Within SLA,Long Distance
655,459,301,Pending,40.99,55,66,25.94,Moped,0,Within SLA,Long Distance
656,811,486,Cancelled,44.76,46,48,42.69,Scooter,0,Within SLA,Long Distance
657,978,33,Cancelled,6.19,55,44,8.3,Moped,11,Breached,Medium Distance
658,1143,187,Delivered,11.02,51,69,16.59,Electric Scooter,0,Within SLA,Medium Distance
659,273,206,Cancelled,17.57,33,22,0.53,Bike,11,Breached,Medium Distance
660,1196,134,Pending,3.71,44,57,48.81,Scooter,0,Within SLA,Short Distance
661,919,296,Delivered,15.72,34,29,47.9,Scooter,5,Within SLA,Medium Distance
662,1026,404,On the way,17.14,45,61,41.06,Electric Bike,0,Within SLA,Medium Distance
663,874,212,Delivered,45.96,57,57,33.66,Electric Bike,0,Within SLA,Long Distance
664,1190,154,Cancelled,28.13,24,41,6.91,Motorcycle,0,Within SLA,Long Distance
665,316,122,Delivered,40.96,44,66,24.75,Motorcycle,0,Within SLA,Long Distance
666,1309,392,On the way,25.98,36,40,18.86,Electric Scooter,0,Within SLA,Long Distance
667,1145,256,On the way,17.87,30,57,23.47,Bike,0,Within SLA,Medium Distance
668,1399,248,Pending,44.82,40,59,12.09,Moped,0,Within SLA,Long Distance
669,738,46,On the way,35.67,41,57,30.82,Electric Bike,0,Within SLA,Long Distance
670,886,270,Delivered,8.15,41,45,30.3,Electric Bike,0,Within SLA,Medium Distance
671,511,368,On the way,28.56,33,66,48.84,Electric Scooter,0,Within SLA,Long Distance
672,1369,181,Delivered,25.77,56,45,29.86,Bike,11,Breached,Long Distance
673,1398,302,Pending,41.55,22,60,8.38,Motorcycle,0,Within SLA,Long Distance
674,1091,150,Pending,20.97,56,53,39.78,Electric Bike,3,Within SLA,Long Distance
675,1052,184,Pending,25.75,53,24,27.07,Motorcycle,29,Breached,Long Distance
676,300,460,Cancelled,29.34,53,28,31.21,Electric Bike,25,Breached,Long Distance
677,1236,61,Cancelled,1.39,41,35,42.1,Electric Scooter,6,Breached,Short Distance
678,852,330,Cancelled,8.36,45,23,11.77,Bike,22,Breached,Medium Distance
679,355,75,Delivered,37.7,46,67,15.5,Scooter,0,Within SLA,Long Distance
680,620,166,Delivered,40.34,42,54,32.84,Moped,0,Within SLA,Long Distance
681,1342,69,Pending,24.26,58,70,7.69,Scooter,0,Within SLA,Long Distance
682,117,151,Pending,45.53,43,50,7.93,Bike,0,Within SLA,Long Distance
683,481,43,Cancelled,35.38,55,29,26.62,Electric Scooter,26,Breached,Long Distance
684,591,407,On the way,39.6,27,56,22.16,Bike,0,Within SLA,Long Distance
685,586,468,Cancelled,29.81,17,59,47.66,Scooter,0,Within SLA,Long Distance
686,1374,6,Cancelled,18.18,51,40,1.11,Electric Bike,11,Breached,Medium Distance
687,243,382,Pending,23.25,15,47,47.33,Scooter,0,Within SLA,Long Distance
688,895,152,Pending,29.33,34,58,4.82,Electric Bike,0,Within SLA,Long Distance
689,1473,450,Pending,40.49,37,23,12.24,Electric Bike,14,Breached,Long Distance
690,1000,337,On the way,2.15,59,70,35.07,Scooter,0,Within SLA,Short Distance
691,875,71,Pending,15.57,40,44,46.49,Electric Bike,0,Within SLA,Medium Distance
692,499,19,Cancelled,30.7,27,64,19.11,Motorcycle,0,Within SLA,Long Distance
693,1236,436,Cancelled,43.36,50,36,11.14,Bike,14,Breached,Long Distance
694,262,445,On the way,10.36,36,49,40.29,Bike,0,Within SLA,Medium Distance
695,614,352,On the way,15.3,60,67,10.14,Moped,0,Within SLA,Medium Distance
696,543,244,Cancelled,9.06,53,28,6.36,Moped,25,Breached,Medium Distance
697,880,100,Cancelled,26.76,50,60,14.52,Electric Scooter,0,Within SLA,Long Distance
698,1494,179,Delivered,31.7,58,54,21.62,Bike,4,Within SLA,Long Distance
699,687,304,Delivered,10.78,59,23,2.86,Electric Bike,36,Breached,Medium Distance
700,235,80,Pending,39.07,16,65,37.52,Electric Scooter,0,Within SLA,Long Distance
701,1429,67,Pending,29.31,42,40,41.96,Moped,2,Within SLA,Long Distance
702,1314,112,Pending,9.87,56,21,3.93,Bike,35,Breached,Medium Distance
703,1476,188,On the way,24.62,55,25,33.05,Moped,30,Breached,Long Distance
704,1495,312,Pending,29.08,55,32,0.41,Electric Bike,23,Breached,Long Distance
705,611,421,On the way,45.14,21,25,48.7,Electric Scooter,0,Within SLA,Long Distance
706,768,198,Delivered,38.13,34,47,6.96,Bike,0,Within SLA,Long Distance
707,1056,4,Pending,48.03,38,56,27.81,Motorcycle,0,Within SLA,Long Distance
708,172,292,On the way,49.74,48,35,18.01,Electric Scooter,13,Breached,Long Distance
709,1194,381,On the way,47.32,20,20,9.21,Electric Bike,0,Within SLA,Long Distance
710,847,418,On the way,12.22,26,48,27.06,Moped,0,Within SLA,Medium Distance
711,1347,360,Delivered,12.82,56,35,18.09,Electric Scooter,21,Breached,Medium Distance
712,117,119,Pending,15.81,41,60,25.31,Scooter,0,Within SLA,Medium Distance
713,1236,184,On the way,33.87,21,61,44.6,Electric Scooter,0,Within SLA,Long Distance
714,800,322,Pending,12.7,41,56,20.27,Electric Bike,0,Within SLA,Medium Distance
715,1250,63,Pending,47.51,40,29,49.85,Motorcycle,11,Breached,Long Distance
716,1291,347,Cancelled,9.63,48,62,31.32,Moped,0,Within SLA,Medium Distance
717,790,238,On the way,33.17,30,54,35.84,Bike,0,Within SLA,Long Distance
718,249,166,Delivered,24.48,24,54,41.04,Scooter,0,Within SLA,Long Distance
719,96,500,Pending,34.57,40,64,44.31,Electric Bike,0,Within SLA,Long Distance
720,461,279,Delivered,28.47,36,47,28.99,Electric Scooter,0,Within SLA,Long Distance
721,41,268,On the way,11.39,58,62,12.58,Electric Bike,0,Within SLA,Medium Distance
722,981,104,Pending,31.08,58,59,45.34,Scooter,0,Within SLA,Long Distance
723,556,128,On the way,5.95,31,57,41.17,Scooter,0,Within SLA,Medium Distance
724,1054,81,Pending,35.96,30,23,32.28,Motorcycle,7,Breached,Long Distance
725,1062,350,Pending,10.31,48,23,43.73,Electric Bike,25,Breached,Medium Distance
726,1082,12,Cancelled,47.03,18,46,44.21,Electric Bike,0,Within SLA,Long Distance
727,1155,465,Pending,19.13,31,37,23.27,Electric Scooter,0,Within SLA,Medium Distance
728,459,288,On the way,1.49,43,55,33.5,Electric Bike,0,Within SLA,Short Distance
729,1202,284,Pending,23.41,23,69,24.82,Bike,0,Within SLA,Long Distance
730,1083,115,Pending,30.22,48,54,5.57,Electric Scooter,0,Within SLA,Long Distance
731,98,438,On the way,4.65,59,64,21.77,Moped,0,Within SLA,Short Distance
732,653,56,Cancelled,41.51,19,60,17.93,Scooter,0,Within SLA,Long Distance
733,895,309,On the way,48.26,52,69,23.28,Scooter,0,Within SLA,Long Distance
734,912,11,On the way,5.29,30,66,31.4,Electric Bike,0,Within SLA,Medium Distance
735,256,156,Cancelled,13.38,26,54,1.09,Scooter,0,Within SLA,Medium Distance
736,1206,234,Pending,45.34,40,52,26.62,Scooter,0,Within SLA,Long Distance
737,773,279,Cancelled,12.84,48,45,49.26,Scooter,3,Within SLA,Medium Distance
738,888,12,On the way,44.92,17,56,18.41,Electric Bike,0,Within SLA,Long Distance
739,398,84,On the way,38.61,48,50,14.06,Moped,0,Within SLA,Long Distance
740,480,224,Pending,33.96,43,32,26.7,Scooter,11,Breached,Long Distance
741,996,194,Cancelled,27.33,37,29,32.11,Electric Bike,8,Breached,Long Distance
742,1422,212,Cancelled,12.96,16,53,44.41,Electric Scooter,0,Within SLA,Medium Distance
743,570,440,On the way,49.31,31,23,0.86,Electric Scooter,8,Breached,Long Distance
744,991,6,Pending,33.43,49,45,33.86,Scooter,4,Within SLA,Long Distance
745,1132,220,Cancelled,18.54,47,47,44.98,Scooter,0,Within SLA,Medium Distance
746,313,494,Pending,3.45,49,32,16.07,Electric Bike,17,Breached,Short Distance
747,523,209,Cancelled,30.48,34,24,37.5,Moped,10,Breached,Long Distance
748,1007,266,On the way,41.75,53,41,12.76,Motorcycle,12,Breached,Long Distance
749,863,231,Cancelled,5.75,22,66,24.54,Bike,0,Within SLA,Medium Distance
750,510,2,Cancelled,29.22,44,27,20.05,Motorcycle,17,Breached,Long Distance
751,413,497,Delivered,31.07,43,30,13.59,Scooter,13,Breached,Long Distance
752,937,309,On the way,20.85,35,46,33.99,Motorcycle,0,Within SLA,Long Distance
753,1405,297,Cancelled,25.4,35,59,13.54,Electric Bike,0,Within SLA,Long Distance
754,907,47,Cancelled,5.58,38,30,34.72,Electric Bike,8,Breached,Medium Distance
755,1455,153,On the way,29.34,47,32,19.68,Scooter,15,Breached,Long Distance
756,852,483,On the way,11.84,40,67,16.35,Electric Bike,0,Within SLA,Medium Distance
757,259,158,Pending,47.78,46,45,49.14,Bike,1,Within SLA,Long Distance
758,273,110,Delivered,24.88,42,66,4.32,Motorcycle,0,Within SLA,Long Distance
759,450,493,Cancelled,46.5,36,66,16.53,Bike,0,Within SLA,Long Distance
760,429,7,Pending,40.63,27,50,40.94,Bike,0,Within SLA,Long Distance
761,293,388,Delivered,21.05,34,54,25.53,Moped,0,Within SLA,Long Distance
762,1343,215,Cancelled,2.52,58,48,9.21,Electric Scooter,10,Breached,Short Distance
763,1399,61,Cancelled,47.4,41,67,28.85,Bike,0,Within SLA,Long Distance
764,1305,21,Cancelled,26.91,49,41,45.78,Electric Scooter,8,Breached,Long Distance
765,21,388,On the way,47.32,31,20,19.78,Motorcycle,11,Breached,Long Distance
766,1016,316,Cancelled,6.85,57,39,3.29,Bike,18,Breached,Medium Distance
767,577,399,Pending,25.99,19,57,36.01,Electric Scooter,0,Within SLA,Long Distance
768,1283,367,Cancelled,29.58,21,64,48.11,Scooter,0,Within SLA,Long Distance
769,6,172,Delivered,16.43,49,63,25.38,Scooter,0,Within SLA,Medium Distance
770,857,301,Cancelled,36,26,29,8.73,Electric Scooter,0,Within SLA,Long Distance
771,36,152,Delivered,1.46,49,68,28.06,Electric Scooter,0,Within SLA,Short Distance
772,521,111,On the way,26.33,19,64,15.85,Motorcycle,0,Within SLA,Long Distance
773,402,288,On the way,10.47,36,38,6.87,Motorcycle,0,Within SLA,Medium Distance
774,208,242,Delivered,39.42,30,69,21.63,Electric Bike,0,Within SLA,Long Distance
775,5,300,Delivered,33.5,40,38,48.79,Electric Bike,2,Within SLA,Long Distance
776,971,127,Delivered,11.96,24,68,22.77,Bike,0,Within SLA,Medium Distance
777,68,472,Cancelled,46.05,19,58,2.22,Moped,0,Within SLA,Long Distance
778,183,236,Delivered,28.89,58,31,12.54,Electric Scooter,27,Breached,Long Distance
779,756,273,Cancelled,9.93,44,24,44.2,Bike,20,Breached,Medium Distance
780,152,343,On the way,23.38,38,21,13.48,Motorcycle,17,Breached,Long Distance
781,1030,224,Cancelled,30.49,17,44,0.42,Moped,0,Within SLA,Long Distance
782,1374,169,On the way,42.25,29,61,36.92,Electric Scooter,0,Within SLA,Long Distance
783,550,327,Pending,39.68,38,31,24.42,Electric Bike,7,Breached,Long Distance
784,491,44,On the way,43.85,24,65,46.95,Moped,0,Within SLA,Long Distance
785,531,151,Delivered,11.88,23,38,4.19,Electric Bike,0,Within SLA,Medium Distance
786,1182,16,On the way,47.61,38,38,29.71,Scooter,0,Within SLA,Long Distance
787,602,303,Pending,49.94,38,61,35.82,Electric Bike,0,Within SLA,Long Distance
788,304,314,Cancelled,20.49,15,45,22.59,Electric Scooter,0,Within SLA,Long Distance
789,613,207,On the way,46.58,55,48,38.97,Moped,7,Breached,Long Distance
790,933,427,Pending,32.72,56,28,48.27,Electric Scooter,28,Breached,Long Distance
791,1009,378,Cancelled,40.09,30,54,36.98,Electric Bike,0,Within SLA,Long Distance
792,1467,268,On the way,26.65,38,28,12.31,Motorcycle,10,Breached,Long Distance
793,1410,137,Cancelled,42.86,41,34,21.99,Electric Bike,7,Breached,Long Distance
794,954,80,On the way,24.98,15,23,10.56,Electric Scooter,0,Within SLA,Long Distance
795,399,183,On the way,47.76,44,28,49.32,Motorcycle,16,Breached,Long Distance
796,920,393,Delivered,19.02,48,38,4.47,Electric Scooter,10,Breached,Medium Distance
797,1212,51,Delivered,28.56,16,24,3.94,Electric Scooter,0,Within SLA,Long Distance
798,582,98,On the way,8.09,43,36,20.88,Motorcycle,7,Breached,Medium Distance
799,839,416,Delivered,22.54,30,25,40.71,Moped,5,Within SLA,Long Distance
800,897,345,Pending,17.4,41,32,2.44,Moped,9,Breached,Medium Distance
801,1447,419,Delivered,1.92,22,27,16.12,Motorcycle,0,Within SLA,Short Distance
802,950,129,Cancelled,45.76,33,36,43.36,Bike,0,Within SLA,Long Distance
803,22,87,Cancelled,33.69,31,47,47.53,Moped,0,Within SLA,Long Distance
804,191,375,On the way,27.53,43,22,25.9,Bike,21,Breached,Long Distance
805,858,309,On the way,24.23,18,38,26.29,Motorcycle,0,Within SLA,Long Distance
806,591,324,Cancelled,24.68,39,31,8.06,Scooter,8,Breached,Long Distance
807,654,394,Cancelled,26.08,54,56,40.26,Electric Scooter,0,Within SLA,Long Distance
808,410,372,Delivered,10.63,40,20,43.79,Motorcycle,20,Breached,Medium Distance
809,632,156,Delivered,41.43,50,40,32.86,Electric Scooter,10,Breached,Long Distance
810,1133,414,Pending,38.08,46,45,4.34,Moped,1,Within SLA,Long Distance
811,197,409,Pending,35.76,51,70,25.1,Moped,0,Within SLA,Long Distance
812,321,250,On the way,20.64,55,25,8.87,Electric Bike,30,Breached,Long Distance
813,68,357,Pending,20.53,18,60,2.14,Motorcycle,0,Within SLA,Long Distance
814,1168,102,Delivered,1.73,46,63,41.04,Electric Scooter,0,Within SLA,Short Distance
815,1303,7,Cancelled,42.52,20,23,1.54,Moped,0,Within SLA,Long Distance
816,160,23,Pending,12.93,33,53,31.49,Bike,0,Within SLA,Medium Distance
817,928,433,On the way,49.87,59,62,2.88,Scooter,0,Within SLA,Long Distance
818,531,219,Pending,45,55,34,15.39,Electric Bike,21,Breached,Long Distance
819,1251,75,On the way,6.12,34,63,36.14,Bike,0,Within SLA,Medium Distance
820,350,2,Pending,34.74,34,30,18.43,Scooter,4,Within SLA,Long Distance
821,152,403,Cancelled,1.15,28,54,43.31,Electric Bike,0,Within SLA,Short Distance
822,1463,405,Delivered,20,28,35,11.93,Moped,0,Within SLA,Long Distance
823,570,411,Pending,3.59,49,27,12.96,Motorcycle,22,Breached,Short Distance
824,682,252,On the way,14.32,39,69,4.12,Bike,0,Within SLA,Medium Distance
825,807,39,Delivered,11.52,38,62,18.81,Moped,0,Within SLA,Medium Distance
826,1225,270,Delivered,4.17,41,38,22.49,Bike,3,Within SLA,Short Distance
827,1239,415,On the way,34.04,50,70,9.81,Motorcycle,0,Within SLA,Long Distance
828,339,261,Cancelled,37.84,55,70,37.63,Motorcycle,0,Within SLA,Long Distance
829,1424,140,On the way,3.51,45,59,29.26,Bike,0,Within SLA,Short Distance
830,832,455,Pending,41.91,28,24,21.12,Scooter,4,Within SLA,Long Distance
831,741,452,Pending,13.96,15,22,46.03,Moped,0,Within SLA,Medium Distance
832,440,136,Delivered,36.43,57,59,32.71,Moped,0,Within SLA,Long Distance
833,1165,319,On the way,13.26,49,59,3.44,Bike,0,Within SLA,Medium Distance
834,659,473,On the way,43.77,38,34,42.67,Moped,4,Within SLA,Long Distance
835,1060,283,Cancelled,49.19,21,20,17.02,Scooter,1,Within SLA,Long Distance
836,333,303,Pending,3.11,39,49,47.52,Electric Bike,0,Within SLA,Short Distance
837,1353,381,Delivered,13.33,19,40,37.31,Motorcycle,0,Within SLA,Medium Distance
838,1078,156,On the way,37.1,38,33,43.16,Bike,5,Within SLA,Long Distance
839,132,413,On the way,23.04,52,39,23.83,Moped,13,Breached,Long Distance
840,1334,432,Cancelled,43.73,58,68,22.42,Motorcycle,0,Within SLA,Long Distance
841,615,36,Pending,30.65,31,68,11.9,Motorcycle,0,Within SLA,Long Distance
842,296,483,Delivered,39.43,26,58,1.07,Moped,0,Within SLA,Long Distance
843,1289,343,On the way,45.33,41,51,44.89,Scooter,0,Within SLA,Long Distance
844,1111,392,Pending,10.25,36,44,46.03,Scooter,0,Within SLA,Medium Distance
845,778,40,Pending,40.33,37,50,26.05,Bike,0,Within SLA,Long Distance
846,974,202,On the way,26.98,44,50,13.82,Bike,0,Within SLA,Long Distance
847,1052,405,Delivered,31.47,33,45,38.29,Electric Bike,0,Within SLA,Long Distance
848,1172,251,Cancelled,29.84,16,64,35.88,Bike,0,Within SLA,Long Distance
849,146,374,Delivered,18.22,26,33,14.51,Bike,0,Within SLA,Medium Distance
850,1149,219,Delivered,30.74,60,41,22.63,Electric Scooter,19,Breached,Long Distance
851,809,289,Pending,20.28,15,56,29.75,Moped,0,Within SLA,Long Distance
852,963,405,Delivered,24.37,48,37,37.39,Motorcycle,11,Breached,Long Distance
853,482,376,On the way,38.5,22,31,29.75,Moped,0,Within SLA,Long Distance
854,31,421,On the way,42.89,20,46,40.11,Motorcycle,0,Within SLA,Long Distance
855,777,426,Cancelled,42.36,54,28,12.93,Scooter,26,Breached,Long Distance
856,840,144,Pending,21.44,56,46,30.96,Electric Scooter,10,Breached,Long Distance
857,404,90,Pending,46.84,56,28,4.99,Moped,28,Breached,Long Distance
858,526,472,Cancelled,19.83,40,29,4.83,Motorcycle,11,Breached,Medium Distance
859,856,405,Pending,31.01,60,61,11.04,Electric Bike,0,Within SLA,Long Distance
860,481,437,Delivered,4.47,32,39,9.9,Motorcycle,0,Within SLA,Short Distance
861,823,197,Cancelled,20.07,47,53,9.82,Motorcycle,0,Within SLA,Long Distance
862,434,205,Pending,10.34,53,25,46.04,Motorcycle,28,Breached,Medium Distance
863,725,282,Delivered,45.75,51,47,15.35,Bike,4,Within SLA,Long Distance
864,1185,451,On the way,47.45,43,20,22.44,Electric Scooter,23,Breached,Long Distance
865,731,15,On the way,25.09,28,54,40.66,Scooter,0,Within SLA,Long Distance
866,1362,404,Pending,20,54,24,38.04,Motorcycle,30,Breached,Long Distance
867,825,323,Cancelled,29.62,40,21,39.56,Electric Bike,19,Breached,Long Distance
868,448,277,Pending,26.83,26,57,15.36,Scooter,0,Within SLA,Long Distance
869,595,248,On the way,43.87,34,57,34.13,Electric Bike,0,Within SLA,Long Distance
870,1002,189,Pending,26.65,55,36,19.51,Electric Scooter,19,Breached,Long Distance
871,389,130,Cancelled,6.84,21,67,16.53,Electric Bike,0,Within SLA,Medium Distance
872,483,420,On the way,21.13,17,31,6.64,Electric Scooter,0,Within SLA,Long Distance
873,1270,288,Cancelled,16.97,39,65,37.04,Motorcycle,0,Within SLA,Medium Distance
874,580,277,On the way,17.28,15,69,2.62,Motorcycle,0,Within SLA,Medium Distance
875,1052,343,Delivered,5.86,32,65,36.61,Moped,0,Within SLA,Medium Distance
876,726,482,On the way,42.78,58,24,26.49,Electric Bike,34,Breached,Long Distance
877,728,91,Delivered,46.13,58,57,36.29,Electric Bike,1,Within SLA,Long Distance
878,1353,415,On the way,3.88,28,70,34.77,Electric Scooter,0,Within SLA,Short Distance
879,906,19,Pending,43.85,57,50,35.61,Bike,7,Breached,Long Distance
880,1073,16,Delivered,31.95,40,64,17.07,Scooter,0,Within SLA,Long Distance
881,658,289,Delivered,2.59,39,26,8.77,Electric Scooter,13,Breached,Short Distance
882,149,29,On the way,29.69,28,37,8.38,Bike,0,Within SLA,Long Distance
883,497,417,Cancelled,42.96,16,23,23.02,Bike,0,Within SLA,Long Distance
884,606,113,Pending,36.73,44,41,12.12,Moped,3,Within SLA,Long Distance
885,1171,387,Pending,27.02,41,47,42.11,Bike,0,Within SLA,Long Distance
886,123,380,Delivered,46.85,48,20,29.66,Motorcycle,28,Breached,Long Distance
887,1212,224,Pending,5.65,39,51,11.56,Electric Scooter,0,Within SLA,Medium Distance
888,97,380,Cancelled,34.23,37,52,44.55,Moped,0,Within SLA,Long Distance
889,1150,253,Pending,21.1,36,45,43.83,Moped,0,Within SLA,Long Distance
890,370,32,Delivered,1.72,30,62,9.15,Motorcycle,0,Within SLA,Short Distance
891,368,456,Pending,34.89,59,60,15.23,Electric Scooter,0,Within SLA,Long Distance
892,526,240,Pending,40.83,57,53,25.35,Electric Scooter,4,Within SLA,Long Distance
893,565,171,On the way,35.28,47,24,9.71,Electric Bike,23,Breached,Long Distance
894,714,30,Pending,35.39,19,60,29.24,Moped,0,Within SLA,Long Distance
895,326,476,Delivered,32.53,45,34,36.33,Electric Bike,11,Breached,Long Distance
896,815,212,Pending,46.45,21,33,16.24,Electric Bike,0,Within SLA,Long Distance
897,1186,212,On the way,16.45,33,23,33.76,Electric Bike,10,Breached,Medium Distance
898,409,325,Cancelled,21.83,26,61,15.44,Scooter,0,Within SLA,Long Distance
899,823,177,Pending,13.56,30,21,7.91,Bike,9,Breached,Medium Distance
900,361,210,Delivered,17.5,36,63,27.5,Electric Bike,0,Within SLA,Medium Distance
901,36,427,Pending,20.71,44,65,20.16,Scooter,0,Within SLA,Long Distance
902,1428,79,On the way,37.36,15,56,11.54,Motorcycle,0,Within SLA,Long Distance
903,939,363,On the way,1.93,48,61,36.9,Bike,0,Within SLA,Short Distance
904,1256,470,Pending,9.06,47,69,45.68,Electric Bike,0,Within SLA,Medium Distance
905,595,192,Pending,13.03,19,38,19.45,Electric Scooter,0,Within SLA,Medium Distance
906,284,396,Pending,16.49,49,28,18.32,Bike,21,Breached,Medium Distance
907,835,465,On the way,35.84,25,50,5.94,Motorcycle,0,Within SLA,Long Distance
908,798,401,Pending,46.13,59,43,16.27,Moped,16,Breached,Long Distance
909,582,463,Pending,4.41,53,23,9.84,Moped,30,Breached,Short Distance
910,983,171,Delivered,32.88,49,48,21.45,Moped,1,Within SLA,Long Distance
911,903,425,On the way,41.87,25,67,43.77,Bike,0,Within SLA,Long Distance
912,415,247,Cancelled,46.6,48,62,2.09,Electric Scooter,0,Within SLA,Long Distance
913,276,9,Delivered,24.67,28,29,20.33,Electric Scooter,0,Within SLA,Long Distance
914,747,428,Cancelled,23.06,15,25,6.92,Scooter,0,Within SLA,Long Distance
915,349,392,On the way,9.05,59,68,39.32,Scooter,0,Within SLA,Medium Distance
916,97,82,Cancelled,48.41,31,40,10.21,Electric Bike,0,Within SLA,Long Distance
917,88,490,On the way,11.93,41,47,10.45,Motorcycle,0,Within SLA,Medium Distance
918,1311,18,On the way,47.25,47,66,11.89,Moped,0,Within SLA,Long Distance
919,1062,452,On the way,14.42,22,33,37.98,Motorcycle,0,Within SLA,Medium Distance
920,534,61,Pending,30.69,20,57,5.87,Electric Bike,0,Within SLA,Long Distance
921,162,14,Delivered,14.03,54,41,17.28,Motorcycle,13,Breached,Medium Distance
922,1457,474,Pending,23.79,36,50,24.1,Electric Bike,0,Within SLA,Long Distance
923,606,460,Delivered,34.48,50,55,26.03,Electric Bike,0,Within SLA,Long Distance
924,141,138,Cancelled,46.91,48,58,30.37,Electric Scooter,0,Within SLA,Long Distance
925,692,316,Delivered,47.4,60,40,37.78,Motorcycle,20,Breached,Long Distance
926,1185,37,Delivered,3.48,34,40,21.18,Moped,0,Within SLA,Short Distance
927,395,1,On the way,15.04,21,49,21.09,Moped,0,Within SLA,Medium Distance
928,937,200,Delivered,10.39,17,66,40.31,Motorcycle,0,Within SLA,Medium Distance
929,49,129,On the way,16.47,60,30,14.46,Motorcycle,30,Breached,Medium Distance
930,47,185,Delivered,21.86,21,57,10.07,Motorcycle,0,Within SLA,Long Distance
931,1413,217,Pending,41.5,50,64,47.85,Electric Scooter,0,Within SLA,Long Distance
932,438,199,Pending,5.4,37,54,32.43,Motorcycle,0,Within SLA,Medium Distance
933,150,460,Delivered,28.32,23,20,11.81,Bike,3,Within SLA,Long Distance
934,1345,317,Delivered,23.41,21,25,11.71,Electric Bike,0,Within SLA,Long Distance
935,68,456,Delivered,43.12,46,65,30.03,Scooter,0,Within SLA,Long Distance
936,1370,7,Pending,22.84,27,44,26.54,Scooter,0,Within SLA,Long Distance
937,883,416,Cancelled,36.97,30,57,17.09,Electric Scooter,0,Within SLA,Long Distance
938,995,302,Delivered,16.67,28,39,29.81,Moped,0,Within SLA,Medium Distance
939,1065,99,Cancelled,24.22,37,45,6.14,Electric Bike,0,Within SLA,Long Distance
940,612,27,Cancelled,30.23,37,51,16.73,Motorcycle,0,Within SLA,Long Distance
941,465,459,Delivered,42.95,37,55,39.27,Electric Bike,0,Within SLA,Long Distance
942,801,156,Delivered,31.58,50,38,11.73,Electric Bike,12,Breached,Long Distance
943,282,1,On the way,3.28,18,25,34.24,Motorcycle,0,Within SLA,Short Distance
944,1399,379,Pending,39.09,35,55,33.65,Electric Bike,0,Within SLA,Long Distance
945,198,264,Delivered,25.89,27,54,11.16,Moped,0,Within SLA,Long Distance
946,261,169,Delivered,3.97,18,62,46.76,Moped,0,Within SLA,Short Distance
947,256,333,Cancelled,7.36,58,64,22.07,Bike,0,Within SLA,Medium Distance
948,270,45,Cancelled,46.66,16,26,40.93,Electric Scooter,0,Within SLA,Long Distance
949,1250,242,Cancelled,49.45,50,42,11.28,Scooter,8,Breached,Long Distance
950,1322,99,Cancelled,35.97,48,30,21.25,Electric Bike,18,Breached,Long Distance
951,1420,274,On the way,19.28,22,62,16.6,Motorcycle,0,Within SLA,Medium Distance
952,1124,48,Cancelled,21.52,45,41,12.11,Moped,4,Within SLA,Long Distance
953,1290,107,On the way,16.73,39,38,8.62,Motorcycle,1,Within SLA,Medium Distance
954,1398,36,Pending,41.79,37,64,0.07,Electric Scooter,0,Within SLA,Long Distance
955,706,142,Pending,32.12,46,31,3.62,Scooter,15,Breached,Long Distance
956,1107,185,On the way,22.14,27,66,13.09,Motorcycle,0,Within SLA,Long Distance
957,436,488,Delivered,14.95,31,49,9.08,Moped,0,Within SLA,Medium Distance
958,52,389,Cancelled,18.89,43,35,17.81,Scooter,8,Breached,Medium Distance
959,1398,298,Delivered,40.43,26,28,43.58,Electric Scooter,0,Within SLA,Long Distance
960,277,339,On the way,15.68,56,41,14.79,Scooter,15,Breached,Medium Distance
961,1275,196,Cancelled,35.61,25,27,18.32,Electric Bike,0,Within SLA,Long Distance
962,1314,109,Cancelled,46.94,15,51,46.48,Electric Scooter,0,Within SLA,Long Distance
963,657,258,Pending,44.15,38,55,24.29,Scooter,0,Within SLA,Long Distance
964,455,329,Pending,7.83,46,35,0.9,Motorcycle,11,Breached,Medium Distance
965,701,326,Delivered,5.24,23,32,30.91,Electric Scooter,0,Within SLA,Medium Distance
966,1468,448,Cancelled,4.01,21,58,12.31,Moped,0,Within SLA,Short Distance
967,1435,392,Delivered,27.97,31,50,3.87,Moped,0,Within SLA,Long Distance
968,647,67,Cancelled,3.89,28,35,45.97,Moped,0,Within SLA,Short Distance
969,1180,324,On the way,24.86,52,37,21.58,Moped,15,Breached,Long Distance
970,1298,186,Pending,41.36,31,50,33.84,Electric Scooter,0,Within SLA,Long Distance
971,34,451,Delivered,12.68,51,20,13.06,Scooter,31,Breached,Medium Distance
972,456,487,Delivered,42.65,60,40,7,Electric Bike,20,Breached,Long Distance
973,127,224,On the way,11.9,56,53,14.98,Electric Scooter,3,Within SLA,Medium Distance
974,1172,487,Pending,39.37,34,52,25.17,Electric Bike,0,Within SLA,Long Distance
975,361,202,Cancelled,41.53,55,40,30.43,Scooter,15,Breached,Long Distance
