order_id,customer_id,restaurant_id,order_date,delivery_time,order_status,total_amount,payment_mode,feedback_rating,total_fulfillment_minutes,discount_applied
530,32,79,08-03-2025 11:51,08-03-2025 12:29,Pending,1799.28,Cash,1.77,38,26.64
531,405,75,15-10-2024 14:26,15-10-2024 15:23,Cancelled,4500.41,Cash,4.92,57,25.55
532,398,68,17-07-2023 20:30,17-07-2023 21:33,Pending,2796.5,UPI,0.35,63,33.86
533,155,121,23-05-2025 19:25,23-05-2025 20:18,Pending,2702.87,Cash,2.99,53,33.83
534,364,22,07-11-2023 12:09,07-11-2023 13:35,Pending,4722.64,Cash,1.32,86,11.33
535,452,96,07-10-2023 16:14,07-10-2023 17:05,Cancelled,3267.49,Cash,2.79,51,31.97
536,48,162,11-01-2025 21:17,11-01-2025 22:28,Pending,3581.81,UPI,2.75,71,21.89
537,482,70,19-06-2024 23:27,20-06-2024 00:02,Pending,1574.77,Credit Card,0.28,35,1.51
538,100,33,11-11-2024 06:01,11-11-2024 06:53,Delivered,888.87,Cash,0.62,52,36.41
539,384,44,28-06-2024 15:32,28-06-2024 16:32,Delivered,172.24,Credit Card,2.46,60,31.83
540,94,145,31-12-2024 22:32,31-12-2024 23:48,Delivered,85.06,Cash,3.74,76,13.17
541,112,124,30-10-2023 16:42,30-10-2023 17:38,Delivered,530.35,Cash,3.25,56,36.89
542,422,192,31-05-2024 09:14,31-05-2024 09:49,Cancelled,3831.75,Credit Card,3.7,35,27.86
543,379,9,17-12-2024 04:37,17-12-2024 05:24,Pending,1115.82,Credit Card,0.99,47,8.56
544,11,32,23-12-2023 04:05,23-12-2023 04:49,Cancelled,3122.56,UPI,4.93,44,35.77
545,266,90,09-12-2023 07:51,09-12-2023 08:41,Delivered,91.53,Cash,0.48,50,24.58
546,492,62,29-01-2025 17:18,29-01-2025 18:30,Delivered,448.08,Cash,4.71,72,10.14
547,329,163,12-10-2024 20:42,12-10-2024 21:49,Pending,2805.86,Cash,4.33,67,27.61
548,12,66,12-05-2025 10:49,12-05-2025 12:13,Cancelled,238.7,Credit Card,3.67,84,47.59
549,322,143,07-06-2024 12:43,07-06-2024 13:18,Cancelled,735.86,UPI,2.96,35,32.23
550,392,178,21-11-2023 06:56,21-11-2023 08:16,Pending,1295.92,Cash,4.55,80,47.71
551,275,138,22-09-2024 16:16,22-09-2024 17:18,Cancelled,2758.66,Credit Card,3.18,62,5.64
552,72,126,21-06-2024 19:48,21-06-2024 21:08,Delivered,3847.35,Credit Card,2.82,80,18.34
553,441,131,21-06-2024 13:44,21-06-2024 14:34,Cancelled,2690.58,UPI,4.97,50,21.55
554,46,157,22-07-2023 18:44,22-07-2023 19:17,Cancelled,4185.69,Cash,4.93,33,23.64
555,396,153,03-02-2024 11:10,03-02-2024 12:30,Pending,3363.27,Credit Card,1.52,80,0.54
556,447,130,30-04-2024 14:29,30-04-2024 15:56,Cancelled,2840.84,Credit Card,2.32,87,1.7
557,171,65,01-08-2023 20:57,01-08-2023 21:27,Pending,147.69,UPI,4.32,30,45.92
558,358,72,21-08-2023 14:11,21-08-2023 15:07,Delivered,912.97,Cash,4.19,56,35.21
559,485,56,20-01-2025 16:01,20-01-2025 16:42,Cancelled,4536.06,Cash,1.14,41,36.19
560,319,18,17-11-2023 19:53,17-11-2023 20:40,Cancelled,3062.97,UPI,3.14,47,10.13
561,187,82,01-12-2023 15:23,01-12-2023 16:46,Delivered,1200.4,Cash,2.3,83,23.62
562,241,179,31-12-2023 22:54,31-12-2023 23:26,Delivered,2087.33,UPI,3.84,32,35.67
563,202,28,02-03-2025 20:31,02-03-2025 21:09,Delivered,3744.17,Cash,4.39,38,23.76
564,27,64,19-04-2024 17:35,19-04-2024 18:11,Pending,3659.51,UPI,2.77,36,30.9
565,144,60,17-06-2025 11:46,17-06-2025 12:56,Pending,2269.13,Credit Card,2.78,70,23.76
566,488,118,04-12-2024 06:07,04-12-2024 07:37,Cancelled,3983.93,UPI,3.71,90,1.07
567,197,133,21-04-2024 00:18,21-04-2024 01:03,Pending,539.49,Credit Card,1.21,45,28.46
568,106,40,03-11-2024 01:49,03-11-2024 02:39,Cancelled,4469.3,Credit Card,0.8,50,32.4
569,278,39,13-08-2023 19:29,13-08-2023 20:09,Cancelled,1276.63,Cash,1.37,40,44.07
570,267,70,11-02-2025 12:10,11-02-2025 13:37,Pending,3313.65,UPI,1.07,87,15.95
571,115,159,21-05-2024 12:03,21-05-2024 13:02,Pending,343.07,Cash,2.5,59,22.25
572,4,166,12-02-2024 00:58,12-02-2024 02:23,Cancelled,1051.26,Cash,4.37,85,40.73
573,466,178,22-05-2024 09:59,22-05-2024 11:11,Pending,4718.63,Cash,3.97,72,33.46
574,303,72,12-11-2023 04:11,12-11-2023 05:32,Pending,1515.85,UPI,0.38,81,44.21
575,176,67,24-01-2024 21:21,24-01-2024 22:23,Delivered,138.33,Credit Card,3.58,62,33.81
576,104,104,28-08-2023 15:19,28-08-2023 15:49,Cancelled,3746.76,UPI,2.8,30,6.91
577,322,72,07-03-2025 08:29,07-03-2025 09:18,Cancelled,2956.23,UPI,2.8,49,20.68
578,207,177,20-05-2025 18:33,20-05-2025 19:10,Cancelled,135.51,Credit Card,4.65,37,20.48
579,232,120,30-03-2025 02:21,30-03-2025 03:51,Delivered,4620.67,Cash,3.13,90,41.4
580,336,1,18-01-2024 08:35,18-01-2024 09:11,Delivered,662.6,Cash,3.2,36,11.31
581,443,187,28-07-2023 09:45,28-07-2023 10:40,Pending,4921.15,Cash,4.82,55,10.04
582,396,37,01-11-2024 16:08,01-11-2024 17:02,Pending,2437.13,Credit Card,3.19,54,35.41
583,425,189,04-04-2025 09:51,04-04-2025 10:39,Delivered,440.96,Cash,1.6,48,36.35
584,459,71,18-03-2024 08:50,18-03-2024 10:06,Delivered,4900.46,Credit Card,0.84,76,15.98
585,365,192,07-03-2025 05:48,07-03-2025 06:35,Delivered,2812.74,Credit Card,0.31,47,18.08
586,398,187,20-06-2025 05:51,20-06-2025 06:34,Delivered,1138.11,UPI,1.83,43,38.99
587,377,94,09-01-2024 01:25,09-01-2024 02:31,Delivered,3237.39,UPI,0.84,66,10.74
588,93,91,21-03-2025 20:47,21-03-2025 21:45,Cancelled,4360.77,Credit Card,3.32,58,26.75
589,237,158,16-05-2024 12:49,16-05-2024 14:01,Pending,1060.29,UPI,0.55,72,38.87
590,100,53,05-11-2024 02:47,05-11-2024 03:36,Pending,379.32,Credit Card,2.41,49,26.52
591,451,56,10-07-2025 04:02,10-07-2025 04:52,Pending,1176.85,Cash,3.48,50,22.8
592,61,101,04-09-2023 20:57,04-09-2023 22:08,Cancelled,592.19,Cash,1.32,71,40.72
593,334,132,18-05-2025 12:05,18-05-2025 12:42,Cancelled,4000.28,UPI,2.24,37,4.01
594,157,51,09-02-2025 12:37,09-02-2025 13:13,Delivered,2346.03,UPI,2.45,36,30.5
595,59,30,14-07-2024 18:16,14-07-2024 19:38,Pending,2793.5,Cash,4.87,82,28.26
596,340,132,19-09-2023 20:29,19-09-2023 21:51,Delivered,1415.46,UPI,2.71,82,40.19
597,343,72,05-11-2023 00:11,05-11-2023 01:26,Pending,3502.52,UPI,3.96,75,9.71
598,488,118,25-01-2024 01:29,25-01-2024 02:14,Cancelled,3709,Cash,2.68,45,32.6
599,236,29,31-07-2023 02:55,31-07-2023 03:40,Cancelled,3420.74,Credit Card,0.26,45,41.24
600,270,125,05-11-2024 13:36,05-11-2024 14:35,Cancelled,2649.81,Credit Card,3.64,59,10.79
601,39,28,17-05-2024 13:31,17-05-2024 14:59,Cancelled,2655.62,UPI,0.66,88,31.3
602,227,23,24-03-2024 06:03,24-03-2024 06:39,Delivered,4703.71,UPI,2.39,36,12.99
603,410,41,15-03-2024 02:16,15-03-2024 03:07,Pending,4240.18,Credit Card,1.07,51,31.41
604,61,28,05-06-2025 10:45,05-06-2025 11:27,Pending,3881.03,Cash,2.2,42,0.67
605,42,18,04-07-2025 03:53,04-07-2025 05:19,Pending,527.24,UPI,3.72,86,33.78
606,308,174,22-07-2023 23:51,23-07-2023 01:20,Pending,2810.43,Cash,4.19,89,48.94
607,199,36,14-07-2024 16:55,14-07-2024 17:59,Delivered,4779.71,Cash,4.02,64,6.26
608,398,143,12-08-2024 07:10,12-08-2024 08:37,Pending,1240.48,Cash,0.4,87,24.06
609,13,188,09-03-2024 13:16,09-03-2024 14:18,Delivered,2761.54,Cash,1.03,62,12.11
610,6,94,26-05-2025 01:42,26-05-2025 02:13,Pending,3135.77,Cash,2.13,31,11.49
611,360,190,31-07-2023 10:18,31-07-2023 11:10,Delivered,3229.94,UPI,4.42,52,0.66
612,488,108,03-05-2025 17:11,03-05-2025 17:46,Pending,2126.57,Cash,4.61,35,21.46
613,322,58,21-07-2023 04:26,21-07-2023 05:27,Cancelled,3315.4,Credit Card,1.57,61,32.08
614,124,177,02-06-2024 04:33,02-06-2024 06:03,Delivered,1622.69,Cash,0.71,90,16.19
615,178,124,23-02-2025 12:42,23-02-2025 13:56,Cancelled,2388.71,Credit Card,3.33,74,18.91
616,295,74,24-08-2023 22:19,24-08-2023 23:39,Delivered,3585.94,Credit Card,2.83,80,38.42
617,365,63,14-09-2023 00:49,14-09-2023 01:58,Cancelled,1863,UPI,2.38,69,24.5
618,209,66,30-03-2024 09:48,30-03-2024 10:48,Cancelled,844.65,Cash,3.24,60,24.29
619,416,189,18-10-2024 23:03,19-10-2024 00:14,Pending,4600.01,Cash,2.36,71,2.95
620,295,91,15-12-2024 08:37,15-12-2024 09:34,Pending,931.43,UPI,3.76,57,19.45
621,138,54,10-11-2023 10:01,10-11-2023 11:04,Pending,3724.13,Credit Card,0.09,63,0.86
622,13,6,31-07-2024 08:52,31-07-2024 09:25,Cancelled,2618.59,UPI,4.6,33,16.11
623,390,28,05-12-2024 01:12,05-12-2024 02:01,Pending,1145.51,Credit Card,4.27,49,37.16
624,466,166,21-02-2025 03:12,21-02-2025 04:06,Delivered,4687.53,UPI,2.83,54,31.31
625,229,66,24-09-2024 16:30,24-09-2024 17:33,Delivered,2050.11,Cash,2.46,63,2.43
626,135,145,16-04-2024 21:22,16-04-2024 22:24,Delivered,4284.57,Cash,0.61,62,29.68
627,172,161,19-10-2023 14:23,19-10-2023 15:39,Cancelled,1361.83,Credit Card,4.2,76,8.94
628,374,15,29-01-2025 19:26,29-01-2025 20:08,Cancelled,2860.24,Cash,1.57,42,39.01
629,266,191,11-10-2023 06:00,11-10-2023 07:29,Delivered,956.37,Cash,1.26,89,41.97
630,156,23,28-04-2025 04:23,28-04-2025 05:42,Cancelled,4321.89,Credit Card,0.1,79,13.01
631,72,167,22-01-2025 11:40,22-01-2025 12:33,Delivered,3028.44,UPI,3.67,53,29.93
632,477,132,28-09-2024 16:16,28-09-2024 17:01,Pending,4963.84,Cash,3.73,45,40.24
633,40,178,28-09-2024 17:36,28-09-2024 18:42,Cancelled,1151.01,Cash,3.56,66,7.39
634,240,93,09-09-2023 10:49,09-09-2023 11:31,Delivered,2173.36,Credit Card,4.85,42,27.69
635,285,121,24-01-2025 07:34,24-01-2025 08:27,Delivered,144.63,UPI,1.16,53,18.18
636,36,166,01-08-2024 05:13,01-08-2024 06:26,Delivered,4181.06,Credit Card,0.86,73,24.72
637,362,103,31-10-2024 22:08,31-10-2024 23:17,Pending,1239.5,Credit Card,1.67,69,17.23
638,405,123,14-12-2023 00:57,14-12-2023 01:45,Pending,2544.13,Credit Card,1.4,48,39.13
639,69,17,02-01-2025 21:04,02-01-2025 22:28,Pending,3448.35,UPI,2.57,84,5.99
640,390,37,03-06-2024 02:29,03-06-2024 03:43,Pending,3495.75,UPI,3.91,74,0.67
641,358,181,11-07-2025 19:01,11-07-2025 19:57,Delivered,2889,Credit Card,4.25,56,45.68
642,168,12,19-03-2025 05:14,19-03-2025 06:09,Pending,1711.35,UPI,1.36,55,8.19
643,390,156,22-02-2025 20:48,22-02-2025 22:09,Delivered,3199.39,UPI,2.82,81,1.28
644,262,128,09-07-2025 19:29,09-07-2025 20:35,Delivered,3644.8,Credit Card,2.11,66,34.19
645,235,185,22-04-2024 03:13,22-04-2024 04:37,Cancelled,3710.06,Credit Card,3.12,84,14.47
646,402,79,02-05-2024 12:00,02-05-2024 12:58,Pending,126.76,Credit Card,1.47,58,36.68
647,210,123,04-03-2024 05:06,04-03-2024 06:05,Delivered,2429.53,UPI,1.64,59,3.75
648,425,182,14-12-2024 06:32,14-12-2024 07:47,Cancelled,1438.85,UPI,4.56,75,40.95
649,223,63,03-11-2023 14:38,03-11-2023 16:05,Delivered,1926.21,Cash,3.62,87,4.08
650,256,15,06-05-2025 23:24,07-05-2025 00:44,Cancelled,1541.98,Credit Card,3.62,80,11.28
651,312,82,17-04-2025 19:32,17-04-2025 20:02,Delivered,3949.49,Credit Card,3.87,30,22.91
652,280,151,23-02-2024 04:40,23-02-2024 05:17,Pending,3234.34,UPI,0.81,37,45.2
653,25,145,09-05-2025 10:07,09-05-2025 11:27,Pending,1240.5,UPI,1.75,80,22.55
654,335,117,23-09-2023 19:31,23-09-2023 20:07,Delivered,1327.79,Cash,4.26,36,39.5
655,441,25,22-11-2023 23:10,23-11-2023 00:12,Cancelled,3895.79,Credit Card,4.03,62,36.28
656,75,80,05-09-2023 09:42,05-09-2023 11:03,Delivered,2337.5,UPI,3.45,81,37.04
657,495,80,09-06-2025 21:57,09-06-2025 22:27,Pending,3227.09,Cash,4.26,30,3.08
658,493,177,02-01-2025 12:37,02-01-2025 13:07,Pending,1292.36,UPI,4.77,30,27.34
659,445,191,13-04-2025 21:32,13-04-2025 22:03,Pending,3405.09,UPI,1.74,31,9.41
660,81,23,03-12-2024 14:27,03-12-2024 15:03,Cancelled,1504.31,Credit Card,2.8,36,12.06
661,176,21,30-04-2025 19:24,30-04-2025 20:47,Delivered,3755.19,UPI,1.01,83,30.66
662,33,59,17-12-2024 11:48,17-12-2024 13:07,Pending,4559.59,UPI,4.89,79,46.15
663,180,178,26-01-2025 18:54,26-01-2025 19:46,Cancelled,1500.22,UPI,4.26,52,4.64
664,310,75,29-12-2023 08:39,29-12-2023 09:35,Delivered,3017.38,UPI,2.31,56,43.13
665,63,50,20-08-2024 01:42,20-08-2024 02:58,Delivered,3755.12,Cash,4.71,76,28.02
666,216,74,24-05-2025 17:10,24-05-2025 18:20,Delivered,110.43,Credit Card,0.62,70,8.43
667,345,43,15-05-2024 03:58,15-05-2024 05:11,Cancelled,3403.41,Credit Card,2.63,73,48.56
668,377,110,28-02-2024 03:51,28-02-2024 05:10,Pending,4150.01,Credit Card,2.74,79,28.81
669,470,113,25-05-2025 11:00,25-05-2025 12:24,Cancelled,4090.24,UPI,2.46,84,40.21
670,47,36,06-12-2024 05:13,06-12-2024 06:30,Cancelled,2021.28,Credit Card,3.58,77,11.91
671,60,174,11-01-2025 10:57,11-01-2025 11:30,Delivered,3059.48,Cash,3.47,33,29.38
672,310,150,20-06-2025 08:18,20-06-2025 09:15,Cancelled,3582.44,Cash,3.43,57,25.58
673,449,73,28-10-2023 16:35,28-10-2023 18:00,Pending,3033.45,UPI,1.93,85,36.58
674,118,19,13-11-2024 05:39,13-11-2024 06:56,Pending,1124.62,Credit Card,4.66,77,19.88
675,307,200,19-11-2023 04:30,19-11-2023 05:02,Cancelled,1468.55,UPI,0.5,32,14.32
676,454,9,26-03-2025 14:06,26-03-2025 15:12,Pending,145.84,Credit Card,2.03,66,48.86
677,385,65,06-04-2024 14:06,06-04-2024 14:46,Cancelled,282.17,Credit Card,0.01,40,18.35
678,347,191,27-06-2024 07:47,27-06-2024 08:43,Delivered,711.05,Cash,0.22,56,31.49
679,216,160,30-12-2023 00:54,30-12-2023 01:48,Delivered,26.1,Credit Card,0.26,54,26.1
680,121,162,01-08-2023 13:23,01-08-2023 14:53,Pending,2201.35,Cash,4.09,90,7.42
681,192,29,14-12-2024 20:44,14-12-2024 21:53,Delivered,2146.07,UPI,1.46,69,34.73
682,212,112,30-03-2025 04:37,30-03-2025 05:11,Cancelled,2355.98,Cash,0.92,34,31.55
683,388,179,15-07-2024 18:48,15-07-2024 20:05,Delivered,2885.77,Credit Card,4.2,77,6.75
684,135,109,14-04-2024 19:55,14-04-2024 21:23,Cancelled,4683.1,UPI,1.08,88,35.12
685,211,16,11-03-2024 13:20,11-03-2024 14:22,Pending,899.96,Credit Card,1.73,62,19.66
686,358,180,14-03-2024 01:34,14-03-2024 02:18,Cancelled,183.73,UPI,0.28,44,36.82
687,37,148,29-06-2024 12:42,29-06-2024 13:44,Cancelled,3522.26,Cash,4.74,62,19.3
688,365,70,22-01-2024 04:54,22-01-2024 06:11,Cancelled,1491.41,UPI,4.76,77,43.67
689,313,109,13-07-2023 21:26,13-07-2023 22:34,Delivered,3110.82,UPI,2.97,68,19.21
690,187,141,17-11-2024 23:48,18-11-2024 01:00,Pending,1078.18,Credit Card,3.83,72,7.05
691,447,12,13-05-2024 18:12,13-05-2024 19:12,Cancelled,1460.65,Credit Card,2.97,60,34.21
692,124,190,29-03-2024 02:15,29-03-2024 03:34,Cancelled,1352.53,Cash,1.51,79,31.76
693,387,164,26-05-2025 02:26,26-05-2025 03:56,Cancelled,1980.26,Credit Card,4.01,90,14.08
694,306,17,02-12-2023 08:02,02-12-2023 09:01,Delivered,4514.48,UPI,2.01,59,4.72
695,251,33,05-12-2024 08:18,05-12-2024 09:36,Cancelled,2899.14,UPI,3.49,78,4.38
696,472,178,01-04-2024 18:33,01-04-2024 19:19,Delivered,3014.02,Credit Card,4.42,46,49.23
697,12,162,30-05-2024 11:58,30-05-2024 13:07,Delivered,4074.7,Cash,3.5,69,34.07
698,178,69,06-10-2024 21:12,06-10-2024 22:42,Cancelled,1088.95,Cash,2.48,90,37.19
699,490,152,16-08-2024 08:23,16-08-2024 09:19,Pending,2445.13,UPI,2.21,56,44.62
700,358,124,07-02-2024 23:06,08-02-2024 00:33,Cancelled,2663.18,UPI,1.23,87,2.97
701,214,158,12-11-2024 22:00,12-11-2024 22:40,Cancelled,1736.06,Credit Card,1.35,40,10.17
702,154,103,13-12-2023 01:16,13-12-2023 02:38,Pending,118.83,Credit Card,2.74,82,3.25
703,458,136,10-04-2025 19:20,10-04-2025 20:03,Delivered,4528.76,Credit Card,1.26,43,43.06
704,123,107,07-08-2024 03:13,07-08-2024 04:15,Delivered,1167.67,Credit Card,3.36,62,22.51
705,362,59,01-05-2025 04:58,01-05-2025 05:29,Pending,867.29,Cash,1.65,31,11.14
706,436,23,05-11-2024 01:55,05-11-2024 02:47,Delivered,3105.63,Credit Card,2.88,52,8.22
707,450,153,13-11-2024 17:51,13-11-2024 18:58,Cancelled,4271.26,UPI,2.96,67,17.44
708,218,84,03-05-2025 13:58,03-05-2025 15:06,Delivered,3560.04,Credit Card,4.22,68,14.26
709,259,28,13-06-2025 05:39,13-06-2025 06:33,Cancelled,2426.49,Cash,0.03,54,41.82
710,497,53,16-05-2024 20:04,16-05-2024 20:57,Cancelled,4911.48,UPI,2.87,53,36.01
711,441,29,04-07-2025 12:55,04-07-2025 14:07,Pending,912.62,Credit Card,4.84,72,1.94
712,185,48,08-06-2025 13:10,08-06-2025 14:13,Pending,896.18,Credit Card,2.06,63,5.23
713,76,170,11-01-2025 05:33,11-01-2025 06:15,Cancelled,2173.73,UPI,4.75,42,37.13
714,241,146,14-04-2025 23:58,15-04-2025 00:38,Cancelled,1199.44,Cash,2.87,40,43.71
715,15,37,23-07-2023 05:17,23-07-2023 06:46,Pending,241.37,Cash,2.06,89,35.67
716,118,154,17-05-2024 13:14,17-05-2024 13:47,Delivered,646.23,Cash,4.85,33,13.88
717,113,3,12-01-2024 10:22,12-01-2024 10:58,Pending,4917.34,Cash,4.99,36,20.51
718,76,198,17-08-2023 14:34,17-08-2023 15:52,Delivered,238.3,Cash,4.75,78,47.29
719,212,131,28-11-2023 19:03,28-11-2023 20:25,Pending,2049.22,Credit Card,3.55,82,49.92
720,499,159,16-07-2024 03:02,16-07-2024 03:58,Delivered,941.55,Cash,0.84,56,19.01
721,205,178,04-03-2025 21:01,04-03-2025 22:05,Cancelled,1235.8,UPI,1.33,64,28.87
722,495,6,18-09-2023 21:36,18-09-2023 22:09,Pending,3218.84,Credit Card,0.88,33,38.8
723,413,16,02-10-2024 03:00,02-10-2024 03:58,Delivered,2152.75,Cash,3.67,58,38.01
724,16,93,23-09-2023 09:23,23-09-2023 10:16,Pending,2894.5,Credit Card,1.88,53,40.7
725,364,124,14-07-2023 14:11,14-07-2023 15:26,Pending,4534.28,UPI,0.25,75,33.02
726,192,183,18-06-2024 16:04,18-06-2024 16:44,Cancelled,606.09,Cash,4.82,40,46.71
727,464,93,03-10-2023 02:37,03-10-2023 03:39,Delivered,3509.17,Cash,0.69,62,2.81
728,193,163,04-02-2024 22:54,05-02-2024 00:22,Cancelled,1602.52,Credit Card,0.7,88,28.29
729,251,169,27-10-2023 20:58,27-10-2023 21:52,Cancelled,1229.02,Credit Card,0.43,54,38.07
730,422,38,26-01-2025 10:46,26-01-2025 12:07,Pending,4203.54,UPI,1.85,81,41.24
731,426,129,31-01-2025 15:04,31-01-2025 15:40,Cancelled,778.79,Cash,2.44,36,12.56
732,273,80,20-08-2024 13:47,20-08-2024 14:35,Cancelled,2115.12,Cash,3.72,48,43.9
733,217,174,30-09-2024 05:03,30-09-2024 05:49,Delivered,4564.07,UPI,4.28,46,22.57
734,33,11,05-01-2024 04:04,05-01-2024 05:14,Pending,952.88,Credit Card,0.58,70,41.05
735,403,131,30-04-2025 22:29,30-04-2025 23:44,Cancelled,1786.52,Credit Card,0.95,75,24.64
736,401,37,02-07-2025 00:40,02-07-2025 01:51,Cancelled,976.68,UPI,4.46,71,34.22
737,486,7,18-10-2024 13:09,18-10-2024 13:42,Pending,1562.27,Cash,2.18,33,33.25
738,100,86,01-08-2023 08:06,01-08-2023 08:56,Pending,4079.73,Credit Card,4.91,50,0.92
739,80,112,11-12-2023 20:18,11-12-2023 21:16,Cancelled,2926.53,Cash,4.78,58,38.18
740,357,64,12-12-2024 21:37,12-12-2024 22:37,Cancelled,1100.9,Cash,4.89,60,17.1
741,151,168,17-01-2024 20:34,17-01-2024 21:05,Cancelled,613.4,Cash,2.87,31,1.85
742,33,169,16-06-2024 15:47,16-06-2024 16:42,Cancelled,2915.56,UPI,1.72,55,36.56
743,89,91,29-10-2023 15:30,29-10-2023 16:56,Pending,2836.86,Cash,0.67,86,38.62
744,129,70,15-11-2024 04:44,15-11-2024 05:56,Cancelled,506.15,Credit Card,2.55,72,43.97
745,429,56,26-10-2024 09:21,26-10-2024 10:28,Pending,568.58,UPI,4.74,67,20.62
746,129,87,13-08-2023 17:41,13-08-2023 19:09,Pending,1246.1,Credit Card,3.57,88,17.18
747,377,117,27-02-2024 02:28,27-02-2024 03:33,Cancelled,3317.48,Credit Card,4.44,65,5.77
748,151,140,10-01-2025 06:33,10-01-2025 07:20,Delivered,420.52,Credit Card,1.46,47,34.18
749,125,186,21-04-2024 07:05,21-04-2024 07:44,Cancelled,1773.48,Credit Card,4.99,39,24.06
750,284,172,19-01-2025 17:24,19-01-2025 18:17,Cancelled,821.82,Credit Card,0.71,53,41.05
751,497,125,01-06-2025 14:44,01-06-2025 16:11,Delivered,3697.49,UPI,2.65,87,32.55
752,161,112,13-08-2024 01:15,13-08-2024 01:45,Pending,3555.61,Cash,3.73,30,3.12
753,244,130,24-01-2025 20:19,24-01-2025 21:23,Cancelled,1321.94,UPI,2.66,64,29.43
754,11,101,13-05-2025 00:45,13-05-2025 01:24,Cancelled,799.45,Credit Card,2.72,39,1.73
755,291,193,20-06-2024 02:49,20-06-2024 03:39,Pending,1785.91,UPI,1.21,50,34.11
756,378,57,22-01-2025 09:05,22-01-2025 09:52,Delivered,466.63,Cash,1.06,47,21.17
757,28,41,20-05-2024 16:33,20-05-2024 17:48,Delivered,4389.41,UPI,3.05,75,6.44
758,23,138,22-02-2024 06:36,22-02-2024 08:02,Pending,2751.34,UPI,0.02,86,18.49
759,408,147,06-03-2025 10:21,06-03-2025 11:04,Cancelled,3185.19,UPI,0.99,43,28.97
760,158,108,08-09-2023 03:17,08-09-2023 04:19,Delivered,3673.45,UPI,1.45,62,33.05
761,92,126,08-10-2024 01:50,08-10-2024 03:13,Delivered,1713.25,Credit Card,0.3,83,40.06
762,445,199,01-07-2025 01:07,01-07-2025 02:34,Delivered,4599.67,Credit Card,0.53,87,36.89
763,167,36,21-05-2025 09:46,21-05-2025 10:53,Pending,1521.79,UPI,2.1,67,30.44
764,107,175,14-08-2023 01:10,14-08-2023 02:18,Pending,2485.51,Cash,2.72,68,4.84
765,171,125,20-10-2024 22:01,20-10-2024 22:53,Delivered,4968.72,Credit Card,4.88,52,36.48
766,89,83,19-10-2024 01:55,19-10-2024 03:19,Cancelled,854.73,UPI,4.78,84,22.3
767,50,77,15-07-2024 19:45,15-07-2024 21:09,Pending,1385.56,UPI,0.87,84,18.27
768,303,170,17-01-2024 03:12,17-01-2024 03:55,Delivered,3699.42,Cash,4.24,43,20.75
769,455,154,16-01-2024 00:33,16-01-2024 02:02,Cancelled,2844.51,Cash,0.45,89,6.98
770,104,55,19-07-2023 22:39,19-07-2023 23:50,Pending,303.75,UPI,4.16,71,49.85
771,482,116,14-03-2024 06:41,14-03-2024 07:22,Delivered,328.85,Cash,4.95,41,20.74
772,136,140,01-09-2023 17:54,01-09-2023 19:24,Pending,4084.63,UPI,4.02,90,12.72
773,316,33,20-03-2024 15:43,20-03-2024 16:34,Pending,2692.86,Cash,2.99,51,33.12
774,182,59,04-07-2024 17:25,04-07-2024 18:24,Pending,919.28,UPI,3.06,59,25.84
775,73,166,09-12-2024 04:37,09-12-2024 05:40,Delivered,3191.01,UPI,0.29,63,16.08
776,422,117,20-11-2024 09:26,20-11-2024 10:35,Delivered,1500.45,UPI,0.33,69,17.59
777,30,20,02-09-2024 21:03,02-09-2024 22:17,Pending,4162.88,Credit Card,0.02,74,20.96
778,131,15,09-06-2025 06:18,09-06-2025 06:48,Cancelled,1825.43,UPI,0.77,30,38.98
779,420,15,17-09-2023 13:12,17-09-2023 14:20,Pending,1916.53,Cash,3.97,68,12.16
780,112,91,30-10-2024 22:07,30-10-2024 22:56,Pending,1689.76,UPI,4,49,15.68
781,266,90,20-07-2024 11:07,20-07-2024 12:16,Cancelled,3591.05,Credit Card,4.14,69,40.19
782,362,57,09-03-2024 05:28,09-03-2024 06:46,Cancelled,748.65,Cash,2.99,78,16.97
783,390,68,17-07-2024 08:49,17-07-2024 10:00,Cancelled,452.44,Cash,1.59,71,47.75
784,142,48,25-10-2024 10:20,25-10-2024 11:07,Cancelled,296.75,UPI,0.02,47,2.48
785,235,141,18-04-2025 08:26,18-04-2025 09:23,Cancelled,3489.17,UPI,1.62,57,6.45
786,38,167,10-03-2024 19:02,10-03-2024 20:04,Cancelled,2315.83,Cash,2.46,62,39.28
787,495,173,24-10-2023 14:12,24-10-2023 15:21,Delivered,2205.78,Credit Card,0.07,69,17.28
788,15,119,07-03-2025 03:44,07-03-2025 04:58,Pending,44.07,Credit Card,4.6,74,40.14
789,157,18,21-03-2024 00:39,21-03-2024 02:08,Pending,3941.61,UPI,3.87,89,14.64
790,435,189,20-06-2024 05:58,20-06-2024 06:44,Pending,1511.51,UPI,0.06,46,49.11
791,194,58,11-12-2024 10:33,11-12-2024 11:45,Pending,2899.29,Cash,2.83,72,21.29
792,403,9,06-12-2023 11:24,06-12-2023 12:13,Pending,98.26,Credit Card,2.45,49,32.01
793,485,23,24-09-2024 20:11,24-09-2024 21:28,Pending,3198.86,UPI,0.2,77,2.72
794,142,168,13-09-2023 13:40,13-09-2023 14:24,Cancelled,3939.68,UPI,3.36,44,25.59
